0.0 -9.45363612244e-07
0.1 -1.46557088528e-06
0.2 -1.52409116292e-06
0.3 -6.11174051061e-07
0.4 1.67606461122e-06
0.5 5.29105789586e-06
0.6 9.34984951052e-06
0.7 1.18702440455e-05
0.8 9.87829428709e-06
0.9 1.21320304768e-07
1.0 -1.94878484981e-05
1.1 -4.78196120712e-05
1.2 -7.83524985219e-05
1.3 -9.77434857908e-05
1.4 -8.62882726539e-05
1.5 -2.14139996754e-05
1.6 0.000115079400341
1.7 0.000326231174325
1.8 0.000587130009947
1.9 0.000833204799269
2.0 0.000954029371478
2.1 0.00079777575064
2.2 0.000191063727267
2.3 -0.0010227986463
2.4 -0.00292730754772
2.5 -0.00546224538307
2.6 -0.00834786349213
2.7 -0.011016322263
2.8 -0.0125651928137
2.9 -0.0117476532392
3.0 -0.00701098835321
3.1 0.00341076902536
3.2 0.021352042893
3.3 0.0485294392374
3.4 0.0863327209537
3.5 0.135617678187
3.6 0.196528097702
3.7 0.268372558209
3.8 0.349576285761
3.9 0.437719520849
4.0 0.529663084182
4.1 0.621750731007
4.2 0.710068145996
4.3 0.790731488642
4.4 0.860175195768
4.5 0.915409598017
4.6 0.954223483972
4.7 0.975314180219
4.8 0.978336783003
4.9 0.963873523772
5.0 0.933332619508
5.1 0.88879237084
5.2 0.832810139898
5.3 0.768217006215
5.4 0.697917591791
5.5 0.624711290809
5.6 0.55114663286
5.7 0.479415492841
5.8 0.411289010506
5.9 0.34809292554
6.0 0.290716907588
6.1 0.239650506426
6.2 0.195037534489
6.3 0.156740860654
6.4 0.124410499834
6.5 0.0975492571725
6.6 0.0755717696265
6.7 0.0578543641705
6.8 0.043774560472
6.9 0.0327401881512
7.0 0.0242089225679
7.1 0.0176995721011
7.2 0.0127967097259
7.3 0.0091502863549
7.4 0.00647175345351
7.5 0.00452801598732
7.6 0.00313428366781
7.7 0.00214662734608
7.8 0.00145480504202
7.9 0.000975714409231
8.0 0.00064766245205
8.1 0.000425519480754
8.2 0.00027673875827
8.3 0.000178169856901
8.4 0.000113565379521
8.5 7.16706040543e-05
8.6 4.47878265447e-05
8.7 2.77168691835e-05
8.8 1.6986690018e-05
8.9 1.03076075824e-05
9.0 6.18752225605e-06
9.1 3.6675889279e-06
9.2 2.14263812369e-06
9.3 1.23943101912e-06
9.4 7.3225775577e-07
9.5 4.8140537816e-07
9.6 3.86410473092e-07
9.7 3.52803254886e-07
9.8 2.77063713764e-07
9.9 5.73378280523e-08
10.0 -3.65793658217e-07
