# energy [hartree]:-73.8396768405
# iterations before stopping: 18
#Runtime settings
#number of atoms: 40
#electronic configuration: [2 2 1 1]
#wiegner seitz radious: 3.93
#R_c: 13.440410940878838
#beta: 0.25

#r	rho	potential
13.22	0.00159705746889	-0.214911559251
13.24	0.001574687135	-0.213703924154
13.26	0.00155248832501	-0.212483858501
13.28	0.00153046351822	-0.211251379218
13.3	0.00150861510268	-0.210006504582
13.32	0.0014869453751	-0.208749254213
13.34	0.00146545654083	-0.207479649065
13.36	0.00144415071394	-0.206197711419
13.38	0.00142302991729	-0.204903464873
13.4	0.00140209608272	-0.203596934335
13.42	0.00138135105127	-0.202278146012
13.44	0.0013607965735	-0.200947127401
13.46	0.00134043430978	-0.199613380968
13.48	0.00132026581076	-0.198287170425
13.5	0.00130029249783	-0.196968470175
13.52	0.00128051566636	-0.195657250219
13.54	0.00126093648888	-0.194353480342
13.56	0.00124155601831	-0.19305713013
13.58	0.00122237519112	-0.191768168984
13.6	0.00120339483044	-0.190486566136
13.62	0.00118461564922	-0.189212290662
13.64	0.00116603825326	-0.187945311494
13.66	0.00114766314429	-0.186685597435
13.68	0.00112949072301	-0.185433117169
13.7	0.00111152129199	-0.184187839277
13.72	0.00109375505873	-0.182949732242
13.74	0.00107619213846	-0.181718764467
13.76	0.0010588325571	-0.180494904279
13.78	0.00104167625403	-0.179278119945
13.8	0.00102472308492	-0.178068379674
13.82	0.00100797282447	-0.176865651637
13.84	0.000991425169121	-0.175669903965
13.86	0.000975079739721	-0.174481104764
13.88	0.000958936084165	-0.173299222122
13.9	0.000942993679964	-0.172124224113
13.92	0.000927251936793	-0.170956078811
13.94	0.000911710198986	-0.169794754289
13.96	0.000896367747984	-0.168640218634
13.98	0.000881223804747	-0.167492439946
14.0	0.000866277532114	-0.166351386348
14.02	0.000851528037118	-0.165217025991
14.04	0.000836974373266	-0.164089327059
14.06	0.000822615542755	-0.162968257774
14.08	0.000808450498665	-0.161853786401
14.1	0.000794478147088	-0.160745881252
14.12	0.000780697349223	-0.159644510693
14.14	0.000767106923422	-0.158549643143
14.16	0.000753705647191	-0.157461247082
14.18	0.00074049225915	-0.156379291052
14.2	0.000727465460942	-0.155303743664
14.22	0.000714623919103	-0.154234573596
14.24	0.000701966266888	-0.153171749599
14.26	0.000689491106048	-0.152115240499
14.28	0.000677197008573	-0.151065015201
14.3	0.00066508251838	-0.150021042687
14.32	0.000653146152969	-0.148983292025
14.34	0.000641386405034	-0.147951732362
14.36	0.000629801744026	-0.146926332936
14.38	0.000618390617685	-0.145907063067
14.4	0.00060715145352	-0.144893892168
14.42	0.00059608266026	-0.143886789741
14.44	0.000585182629257	-0.142885725377
14.46	0.000574449735848	-0.141890668763
14.48	0.000563882340691	-0.140901589677
14.5	0.000553478791043	-0.139918457991
14.52	0.000543237422021	-0.138941243673
14.54	0.000533156557807	-0.137969916786
14.56	0.000523234512832	-0.137004447489
14.58	0.000513469592911	-0.136044806036
14.6	0.000503860096351	-0.13509096278
14.62	0.00049440431502	-0.134142888168
14.64	0.000485100535385	-0.133200552746
14.66	0.00047594703951	-0.132263927156
14.68	0.000466942106028	-0.131332982138
14.7	0.000458084011075	-0.130407688527
14.72	0.000449371029195	-0.129488017256
14.74	0.00044080143421	-0.128573939354
14.76	0.000432373500066	-0.127665425948
14.78	0.000424085501642	-0.126762448256
14.8	0.00041593571553	-0.125864977598
14.82	0.000407922420789	-0.124972985383
14.84	0.000400043899672	-0.124086443119
14.86	0.000392298438318	-0.123205322405
14.88	0.000384684327425	-0.122329594936
14.9	0.000377199862887	-0.121459232497
14.92	0.000369843346419	-0.120594206968
14.94	0.000362613086138	-0.11973449032
14.96	0.000355507397138	-0.118880054614
14.98	0.000348524602024	-0.118030872001
15.0	0.000341663031436	-0.117186914723
15.02	0.00033492102454	-0.116348155111
15.04	0.000328296929502	-0.115514565581
15.06	0.000321789103936	-0.114686118641
15.08	0.000315395915334	-0.113862786881
15.1	0.000309115741476	-0.11304454298
15.12	0.00030294697081	-0.112231359699
15.14	0.000296888002827	-0.111423209886
15.16	0.000290937248404	-0.11062006647
15.18	0.000285093130134	-0.109821902464
15.2	0.000279354082638	-0.109028690961
15.22	0.000273718552854	-0.108240405137
15.24	0.000268185000319	-0.107457018244
15.26	0.00026275189742	-0.106678503617
15.28	0.000257417729643	-0.105904834668
15.3	0.000252180995794	-0.105135984886
15.32	0.000247040208211	-0.104371927835
15.34	0.000241993892965	-0.103612637159
15.36	0.000237040590033	-0.102858086572
15.38	0.000232178853472	-0.102108249865
15.4	0.00022740725157	-0.101363100902
15.42	0.000222724366987	-0.100622613617
15.44	0.000218128796883	-0.0998867620195
15.46	0.000213619153033	-0.0991555201864
15.48	0.000209194061929	-0.0984288622661
15.5	0.000204852164877	-0.0977067624757
15.52	0.00020059211807	-0.0969891951011
15.54	0.000196412592665	-0.0962761344954
15.56	0.00019231227484	-0.0955675550786
15.58	0.00018828986584	-0.0948634313369
15.6	0.000184344082024	-0.0941637378217
15.62	0.000180473654888	-0.093468449149
15.64	0.000176677331093	-0.0927775399985
15.66	0.000172953872473	-0.0920909851132
15.68	0.000169302056041	-0.0914087592981
15.7	0.000165720673987	-0.0907308374202
15.72	0.000162208533666	-0.0900571944072
15.74	0.000158764457578	-0.0893878052471
15.76	0.000155387283345	-0.0887226449874
15.78	0.000152075863676	-0.0880616887344
15.8	0.000148829066329	-0.0874049116527
15.82	0.000145645774068	-0.0867522889643
15.84	0.000142524884609	-0.0861037959481
15.86	0.000139465310563	-0.085459407939
15.88	0.000136465979376	-0.0848191003275
15.9	0.000133525833261	-0.0841828485591
15.92	0.000130643829125	-0.0835506281335
15.94	0.000127818938491	-0.0829224146038
15.96	0.000125050147418	-0.0822981835763
15.98	0.000122336456416	-0.0816779107095
16.0	0.000119676880352	-0.0810615717138
16.02	0.000117070448362	-0.0804491423506
16.04	0.000114516203748	-0.0798405984318
16.06	0.000112013203883	-0.0792359158194
16.08	0.000109560520101	-0.0786350704243
16.1	0.000107157237595	-0.0780380382065
16.12	0.000104802455304	-0.0774447951739
16.14	0.000102495285803	-0.076855317382
16.16	0.000100234855185	-0.0762695809332
16.18	9.80203029441e-05	-0.075687561976
16.2	9.58507818596e-05	-0.0751092367049
16.22	9.37254578692e-05	-0.0745345813594
16.24	9.16435099485e-05	-0.0739635722236
16.26	8.96041299847e-05	-0.0733961856254
16.28	8.76065226502e-05	-0.072832397936
16.3	8.56499052737e-05	-0.0722721855696
16.32	8.37335077108e-05	-0.0717155249823
16.34	8.18565722133e-05	-0.0711623926718
16.36	8.00183532967e-05	-0.0706127651765
16.38	7.82181176077e-05	-0.0700666190754
16.4	7.64551437901e-05	-0.0695239309871
16.42	7.47287223504e-05	-0.0689846775689
16.44	7.30381555226e-05	-0.0684488355171
16.46	7.13827571323e-05	-0.0679163815651
16.48	6.97618524609e-05	-0.067387292484
16.5	6.81747781085e-05	-0.066861545081
16.52	6.66208818577e-05	-0.0663391161992
16.54	6.50995225362e-05	-0.0658199827168
16.56	6.36100698801e-05	-0.0653041215465
16.58	6.21519043965e-05	-0.0647915096346
16.6	6.07244172267e-05	-0.0642821239605
16.62	5.93270100097e-05	-0.0637759415359
16.64	5.79590947448e-05	-0.0632729394042
16.66	5.66200936558e-05	-0.0627730946394
16.68	5.53094390549e-05	-0.0622763843457
16.7	5.4026573207e-05	-0.0617827856564
16.72	5.27709481946e-05	-0.0612922757337
16.74	5.15420257832e-05	-0.060804831767
16.76	5.03392772869e-05	-0.0603204309729
16.78	4.91621834356e-05	-0.0598390505938
16.8	4.80102342416e-05	-0.0593606678973
16.82	4.68829288679e-05	-0.0588852601754
16.84	4.57797754967e-05	-0.0584128047431
16.86	4.47002911991e-05	-0.0579432789383
16.88	4.36440018052e-05	-0.05747666012
16.9	4.26104417754e-05	-0.0570129256678
16.92	4.15991540725e-05	-0.0565520529807
16.94	4.06096900348e-05	-0.0560940194764
16.96	3.96416092501e-05	-0.0556388025899
16.98	3.86944794306e-05	-0.0551863797724
17.0	3.77678762891e-05	-0.0547367284904
17.02	3.6861383416e-05	-0.0542898262247
17.04	3.59745921576e-05	-0.0538456504688
17.06	3.51071014953e-05	-0.0534041787279
17.08	3.42585179258e-05	-0.0529653885177
17.1	3.3428455343e-05	-0.0525292573632
17.12	3.26165349204e-05	-0.0520957627972
17.14	3.18223849952e-05	-0.0516648823592
17.16	3.10456409528e-05	-0.0512365935937
17.18	3.0285945114e-05	-0.050810874049
17.2	2.95429466214e-05	-0.0503877012758
17.22	2.88163013286e-05	-0.0499670528254
17.24	2.81056716904e-05	-0.0495489062486
17.26	2.74107266532e-05	-0.0491332390935
17.28	2.67311415478e-05	-0.0487200289045
17.3	2.60665979833e-05	-0.0483092532201
17.32	2.54167837414e-05	-0.0479008895713
17.34	2.4781392673e-05	-0.04749491548
17.36	2.41601245954e-05	-0.047091308457
17.38	2.35526851913e-05	-0.0466900459999
17.4	2.29587859083e-05	-0.0462911055915
17.42	2.23781438607e-05	-0.0458944646975
17.44	2.18104817314e-05	-0.0455001007644
17.46	2.12555276762e-05	-0.0451079912176
17.48	2.07130152285e-05	-0.0447181134588
17.5	2.01826832061e-05	-0.044330444864
17.52	1.96642756181e-05	-0.0439449627809
17.54	1.91575415743e-05	-0.0435616445266
17.56	1.86622351951e-05	-0.0431804673852
17.58	1.8178115523e-05	-0.0428014086046
17.6	1.77049464348e-05	-0.0424244453946
17.62	1.72424965561e-05	-0.0420495549235
17.64	1.6790539176e-05	-0.0416767143154
17.66	1.63488521634e-05	-0.0413059006475
17.68	1.59172178847e-05	-0.0409370909464
17.7	1.54954231226e-05	-0.0405702621855
17.72	1.50832589959e-05	-0.0402053912816
17.74	1.46805208809e-05	-0.0398424550911
17.76	1.42870083337e-05	-0.039481430407
17.78	1.39025250137e-05	-0.0391222939549
17.8	1.35268786084e-05	-0.0387650223894
17.82	1.31598807595e-05	-0.0384095922901
17.84	1.28013469895e-05	-0.0380559801577
17.86	1.24510966304e-05	-0.0377041624097
17.88	1.21089527529e-05	-0.0373541153759
17.9	1.17747420968e-05	-0.0370058152943
17.92	1.14482950028e-05	-0.0366592383061
17.94	1.11294453451e-05	-0.0363143604511
17.96	1.08180304651e-05	-0.0359711576626
17.98	1.05138911065e-05	-0.0356296057623
18.0	1.02168713513e-05	-0.0352896804545
18.02	9.92681855665e-06	-0.0349513573211
18.04	9.6435832932e-06	-0.0346146118156
18.06	9.36701928402e-06	-0.034279419257
18.08	9.09698334492e-06	-0.0339457548234
18.1	8.83333532561e-06	-0.0336135935458
18.12	8.57593805189e-06	-0.0332829103012
18.14	8.32465726887e-06	-0.0329536798057
18.16	8.07936158518e-06	-0.0326258766071
18.18	7.83992241811e-06	-0.0322994750772
18.2	7.60621393974e-06	-0.0319744494041
18.22	7.37811302406e-06	-0.0316507735842
18.24	7.15549919492e-06	-0.0313284214129
18.26	6.93825457505e-06	-0.0310073664765
18.28	6.72626383588e-06	-0.0306875821427
18.3	6.51941414834e-06	-0.0303690415504
18.32	6.3175951345e-06	-0.0300517176006
18.34	6.12069882012e-06	-0.029735582945
18.36	5.92861958809e-06	-0.0294206099756
18.38	5.74125413266e-06	-0.029106770813
18.4	5.55850141462e-06	-0.0287940372946
18.42	5.38026261722e-06	-0.0284823809621
18.44	5.20644110294e-06	-0.0281717730487
18.46	5.03694237115e-06	-0.0278621844652
18.48	4.87167401645e-06	-0.0275535857859
18.5	4.71054568788e-06	-0.0272459472341
18.52	4.55346904892e-06	-0.0269392386661
18.54	4.40035773819e-06	-0.0266334295554
18.56	4.25112733098e-06	-0.0263284889755
18.58	4.10569530149e-06	-0.0260243855824
18.6	3.96398098581e-06	-0.0257210875957
18.62	3.82590554566e-06	-0.0254185627796
18.64	3.69139193278e-06	-0.0251167784222
18.66	3.56036485412e-06	-0.0248157013145
18.68	3.4327507376e-06	-0.0245152977279
18.7	3.30847769871e-06	-0.0242155333909
18.72	3.18747550765e-06	-0.0239163734648
18.74	3.06967555721e-06	-0.0236177825179
18.76	2.95501083127e-06	-0.0233197244989
18.78	2.843415874e-06	-0.0230221627088
18.8	2.73482675962e-06	-0.0227250597713
18.82	2.62918106286e-06	-0.0224283776026
18.84	2.52641782999e-06	-0.0221320773785
18.86	2.42647755049e-06	-0.0218361195018
18.88	2.32930212927e-06	-0.0215404635663
18.9	2.23483485958e-06	-0.0212450683208
18.92	2.14302039639e-06	-0.0209498916307
18.94	2.05380473042e-06	-0.0206548904386
18.96	1.96713516271e-06	-0.0203600207226
18.98	1.88296027973e-06	-0.020065237454
19.0	1.80122992909e-06	-0.0197704945531
19.02	1.72189519572e-06	-0.0194757448434
19.04	1.64490837867e-06	-0.019180940005
19.06	1.57022296833e-06	-0.0188860305271
19.08	1.49779362428e-06	-0.0185909656595
19.1	1.42757615358e-06	-0.0182956933639
19.12	1.35952748955e-06	-0.0180001602653
19.14	1.29360567111e-06	-0.0177043116049
19.16	1.22976982257e-06	-0.0174080911937
19.18	1.16798013389e-06	-0.0171114413704
19.2	1.10819784145e-06	-0.016814302962
19.22	1.05038520925e-06	-0.0165166152521
19.24	9.94505510609e-07	-0.016218315957
19.26	9.4052301031e-07	-0.0159193412138
19.28	8.88402947169e-07	-0.0156196255833
19.3	8.38111517082e-07	-0.0153191020745
19.32	7.89615856493e-07	-0.015017702195
19.34	7.42884026298e-07	-0.0147153560367
19.36	6.97884996179e-07	-0.0144119924067
19.38	6.54588629353e-07	-0.0141075390169
19.4	6.12965667747e-07	-0.0138019227497
19.42	5.72987717578e-07	-0.0134950700219
19.44	5.34627235344e-07	-0.0131869072757
19.46	4.97857514215e-07	-0.0128773616354
19.48	4.62652670826e-07	-0.0125663617775
19.5	4.28987632458e-07	-0.012253839081
19.52	3.96838124613e-07	-0.0119397291427
19.54	3.66180658979e-07	-0.0116239737705
19.56	3.36992521765e-07	-0.0113065236077
19.58	3.09251762428e-07	-0.0109873415904
19.6	2.82937182767e-07	-0.0106664075115
19.62	2.58028326394e-07	-0.0103437240616
19.64	2.34505468568e-07	-0.01001932485
19.66	2.12349606403e-07	-0.00969328509385
19.68	1.91542449433e-07	-0.00936573591608
19.7	1.72066410537e-07	-0.0090368835449
19.72	1.53904597227e-07	-0.00870703518741
19.74	1.37040803286e-07	-0.00837663399718
19.76	1.21459500754e-07	-0.00804630640754
19.78	1.07145832269e-07	-0.00771692616431
19.8	9.40856037386e-08	-0.00738970058882
19.82	8.22652773593e-08	-0.00706628563563
19.84	7.16719649518e-08	-0.00674893639661
19.86	6.22934216183e-08	-0.00644069706431
19.88	5.4118039696e-08	-0.00614562545468
19.9	4.71348429878e-08	-0.00586902594474
19.92	4.1333481237e-08	-0.00561762337803
19.94	3.67042248033e-08	-0.00539954633354
19.96	3.32379594811e-08	-0.00522392194635
19.98	3.09261813878e-08	-0.00509988810989
